"j","n","method","ISE","time_seconds"
3,100,"WK",0.0125994774930065,21.2827360630035
3,100,"LG",1.48838453007734e-09,57.3267850875854
3,200,"WK",0.000323848208777091,49.6913924217224
3,200,"LG",1.3929147606892e-09,188.790333986282
4,100,"WK",7.73864245112245e-12,9.4583215713501
4,100,"LG",7.73055278193211e-12,58.799792766571
4,200,"WK",7.73478421128489e-12,20.9474899768829
4,200,"LG",0.149522259258067,888.551987886429
5,100,"WK",0.00034728689473877,9.73025631904602
5,100,"LG",6.37552081687649e-05,57.9930922985077
5,200,"WK",0.000112071538116461,21.7747068405151
5,200,"LG",3.63850404692229e-05,184.822748422623
6,100,"WK",0.0881944092158279,82.9281733036041
6,100,"LG",0.072482416658249,890.01497387886
6,200,"WK",0.0539899079146069,31.1827991008759
6,200,"LG",0.0906070793770926,772.099821567535
1,100,"WK",0.0016591143341956,167.514599323273
1,100,"LG",0.00228160347951451,419.092054605484
1,200,"WK",0.000578981210581159,167.909007310867
1,200,"LG",0.000940954858205409,1011.9181907177
2,100,"WK",0.00124817683911586,80.3085744380951
2,100,"LG",0.000989731097552228,869.730213165283
2,200,"WK",0.00164111180640025,68.0947902202606
2,200,"LG",0.00212421964133564,1105.538159132
3,100,"WK",8.95302806802499e-10,9.19057202339172
3,100,"LG",3.51037263962436e-05,161.462620258331
3,200,"WK",0.00144162935316304,162.261632204056
3,200,"LG",1.52610932643862e-09,194.169378995895
4,100,"WK",7.73863774923803e-12,9.97373485565186
4,100,"LG",0.0795183161809538,464.487607240677
4,200,"WK",1.79240132402044e-08,28.0580048561096
4,200,"LG",0.00142099343546059,602.272800207138
5,100,"WK",0.0119596174618408,15.2755119800568
5,100,"LG",0.0105706380672444,159.90172958374
5,200,"WK",0.124382942769765,55.5305500030518
5,200,"LG",9.33870652187268e-05,184.032487154007
6,100,"WK",0.111096498085012,20.1666111946106
6,100,"LG",0.000154615892280507,55.5677540302277
6,200,"WK",0.00011189653272856,22.0745530128479
6,200,"LG",0.0931810487637129,830.462189435959
1,100,"WK",0.00267306910858844,48.1687560081482
1,100,"LG",0.00145467664335294,1105.0859336853
1,200,"WK",0.000241028157870413,28.6377382278442
1,200,"LG",0.00106614943978851,752.821904659271
2,100,"WK",0.000965590674040846,133.941606998444
2,100,"LG",0.00165822667252789,967.883760690689
2,200,"WK",0.000762304364850916,127.106233358383
2,200,"LG",0.00150347141599254,3925.38006067276
3,100,"WK",0.0107614021357093,58.7548844814301
3,100,"LG",0.00376175282332533,1040.54280352592
3,200,"WK",0.0147177104348185,84.0909235477448
3,200,"LG",0.00263305886235915,1217.20140457153
4,100,"WK",7.73864245105475e-12,9.54535341262817
4,100,"LG",7.44690378077964e-12,57.0407679080963
4,200,"WK",0.031428533811023,47.1620273590088
4,200,"LG",1.18650690318898e-05,293.096211194992
5,100,"WK",0.000158797471135032,9.61913061141968
5,100,"LG",5.18531482723819e-05,58.6562972068787
5,200,"WK",0.012215227134996,34.5330801010132
5,200,"LG",0.077055338720506,746.441694498062
6,100,"WK",0.000565603378223149,9.71257972717285
6,100,"LG",0.126146709575468,355.461166620255
6,200,"WK",0.0725641855725601,59.5851008892059
6,200,"LG",0.00017349230621773,188.294220685959
1,100,"WK",0.000163681156496436,10.745108127594
1,100,"LG",0.00145231845291373,1099.08575820923
1,200,"WK",0.000192841585444537,28.1405649185181
1,200,"LG",0.000737674632760306,1102.11395192146
2,100,"WK",0.00199344893185378,37.7894623279572
2,100,"LG",0.00133127615603528,1348.70420980453
2,200,"WK",0.000423172179317683,454.964373111725
2,200,"LG",0.00095617206737915,1749.06497454643
3,100,"WK",0.0005713343770922,20.2447254657745
3,100,"LG",0.00250693055827786,1088.31291365623
3,200,"WK",1.64105296194529e-09,21.5790750980377
3,200,"LG",0.000352530154549487,597.029832363129
4,100,"WK",0.0113355334909922,21.3596262931824
4,100,"LG",0.000216398465717434,209.066209077835
4,200,"WK",0.159011998017587,93.3018634319305
4,200,"LG",0.787679473553222,1616.17262411118
5,100,"WK",0.000829823171375713,9.69732809066772
5,100,"LG",0.0485877743407868,331.086662769318
5,200,"WK",0.00597234474512906,33.8471827507019
5,200,"LG",8.62636023494359e-05,180.877857685089
6,100,"WK",0.0718855597440273,91.5400567054749
6,100,"LG",0.0472355575977648,106.12278008461
6,200,"WK",0.00649321768997907,33.4874341487885
6,200,"LG",0.000124138995440481,180.11517572403
1,100,"WK",0.000703201622436548,109.090889453888
1,100,"LG",0.00300011397082498,1289.24863982201
1,200,"WK",0.000404962370578156,118.548558950424
1,200,"LG",0.00127892866820285,1746.30485129356
2,100,"WK",0.00248090656384747,23.3783209323883
2,100,"LG",0.00328109612621926,1062.58213305473
2,200,"WK",0.00112645584838811,99.6238079071045
2,200,"LG",0.000924228907463241,235.873828649521
3,100,"WK",0.0147561797091609,152.320695400238
3,100,"LG",1.2138642195104e-09,60.7765202522278
3,200,"WK",0.00134388434880275,74.8047845363617
3,200,"LG",1.64435729154758e-09,191.82559132576
4,100,"WK",7.65245251086026e-12,9.34760093688965
4,100,"LG",0.000237433962783439,210.669787883759
4,200,"WK",7.65842792471507e-12,21.5031440258026
4,200,"LG",0.20175821794027,1255.66289710999
5,100,"WK",0.00048192285854887,9.23519468307495
5,100,"LG",0.0839180634657173,357.737225055695
5,200,"WK",0.000209115929892185,21.2825844287872
5,200,"LG",0.00011430431576369,181.328007221222
6,100,"WK",0.0789631416735538,23.1011276245117
6,100,"LG",0.00135185432597857,107.819763660431
6,200,"WK",0.0493738226406374,31.1072549819946
6,200,"LG",0.105853945877661,836.194643974304
1,100,"WK",0.00138082087093909,55.9613213539124
1,100,"LG",0.00144993534215014,856.248205184937
1,200,"WK",0.000665987295371035,133.278655052185
1,200,"LG",0.00115779018183784,342.079431056976
2,100,"WK",0.00184881033247764,23.678689956665
2,100,"LG",0.00291729922576211,316.31810092926
2,200,"WK",0.00014261925224889,21.509083032608
2,200,"LG",0.0010001146867328,445.836726665497
3,100,"WK",0.00935192474687497,90.5108962059021
3,100,"LG",1.49210480595317e-09,60.2690331935883
3,200,"WK",0.00277540333405393,171.181373357773
3,200,"LG",1.96859939051466e-09,192.046040296555
4,100,"WK",6.19393850214314e-12,9.19271326065063
4,100,"LG",0.421896214040076,707.508387327194
4,200,"WK",7.73864244882441e-12,23.8799922466278
4,200,"LG",3.01655852655852e-12,190.303713083267
5,100,"WK",0.000299716062949152,9.25335621833801
5,100,"LG",3.69139416231237e-05,57.2592828273773
5,200,"WK",0.000224975729961595,22.2321033477783
5,200,"LG",0.00504533371602368,391.365709543228
6,100,"WK",0.0926064940654342,14.8742530345917
6,100,"LG",0.0982057281085472,358.746796131134
6,200,"WK",0.0032049471678804,29.0479893684387
6,200,"LG",0.0351578730947861,294.642378568649
1,100,"WK",0.00059213197905952,111.249746084213
1,100,"LG",0.000894828529276232,728.03642821312
1,200,"WK",0.000645702048977894,169.066129922867
1,200,"LG",0.00106055836049336,2213.08660626411
2,100,"WK",0.000353284550458788,9.05344605445862
2,100,"LG",0.00132760602682327,1298.2547044754
2,200,"WK",0.00128159733971544,113.679886579514
2,200,"LG",0.00104666432324159,231.269576311111
3,100,"WK",0.00455579929664073,24.502653837204
3,100,"LG",1.32290720769171e-09,59.2810142040253
3,200,"WK",0.00209749906371308,59.1895253658295
3,200,"LG",1.58061734733513e-09,185.942034244537
4,100,"WK",0.284403278957301,50.1972935199738
4,100,"LG",0.278894243137556,508.449852466583
4,200,"WK",7.73864245062144e-12,21.6966941356659
4,200,"LG",2.47474162224178e-05,483.059568881989
5,100,"WK",0.0750857639034848,29.0239748954773
5,100,"LG",0.000116546083452897,57.9937882423401
5,200,"WK",0.000201977170633079,21.9017701148987
5,200,"LG",5.79769624946479e-05,179.812788963318
6,100,"WK",0.100386057013715,39.6984462738037
6,100,"LG",0.123402123998515,348.959330558777
6,200,"WK",0.108958068790913,82.3913516998291
6,200,"LG",0.000194912379119987,184.204224348068
1,100,"WK",0.00141161780485751,112.405850410461
1,100,"LG",0.00254893863557434,1356.69617056847
1,200,"WK",0.000913864141039532,100.598613262177
1,200,"LG",0.00128726059282556,1553.09716010094
2,100,"WK",0.00157400886998178,31.7331826686859
2,100,"LG",0.00123309602874957,387.684402942657
2,200,"WK",0.000898219596716467,121.844366312027
2,200,"LG",0.000337089035150107,192.251471281052
3,100,"WK",0.00444352597786966,42.0987815856934
3,100,"LG",0.00235739753915317,1290.12795305252
3,200,"WK",0.0036259929425618,49.8250007629395
3,200,"LG",2.96138938220532e-05,495.314009428024
4,100,"WK",7.71112459537071e-12,9.93304395675659
4,100,"LG",7.57328877425674e-09,108.016734600067
4,200,"WK",7.73864244972441e-12,21.6309947967529
4,200,"LG",0.000154404720160832,489.898134469986
5,100,"WK",0.160969326329755,26.4344489574432
5,100,"LG",0.00707104506387754,158.862524747849
5,200,"WK",0.125834130064128,55.8275117874146
5,200,"LG",0.0052363412735158,382.749289035797
6,100,"WK",0.0498612293888705,19.5186307430267
6,100,"LG",8.61306225702954e-05,57.5302228927612
6,200,"WK",0.000170151845507541,21.8941569328308
6,200,"LG",0.107228822891294,725.318972110748
1,100,"WK",0.00106131255351471,113.074501276016
1,100,"LG",0.00155171011267227,1234.77321124077
1,200,"WK",0.00071020038140138,68.4449782371521
1,200,"LG",0.00090014750709189,899.375202417374
2,100,"WK",0.00183466514094443,36.4969484806061
2,100,"LG",0.000390637477074226,58.2908909320831
2,200,"WK",0.00109190240708124,363.189445018768
2,200,"LG",0.00156144248965308,1046.4063680172
3,100,"WK",0.00394774874517342,55.4987807273865
3,100,"LG",1.39316080972335e-09,58.4301147460938
3,200,"WK",0.00412275993982127,145.198216915131
3,200,"LG",0.00151098237851082,1741.72114753723
4,100,"WK",0.000877058790173704,22.2667450904846
4,100,"LG",0.18229087802408,463.112204790115
4,200,"WK",7.73864232691127e-12,22.6467554569244
4,200,"LG",0.341007216764725,653.93909907341
5,100,"WK",0.00547550891652797,15.5391240119934
5,100,"LG",0.0105979582875771,176.740147590637
5,200,"WK",0.000377679168178726,21.8059871196747
5,200,"LG",0.00715089150729578,385.828895330429
6,100,"WK",0.00073465958397478,9.81322312355042
6,100,"LG",0.000247726946481672,56.0369920730591
6,200,"WK",0.00300739105227497,27.4311075210571
6,200,"LG",9.48894479750373e-05,183.036056041718
1,100,"WK",0.00108471845281377,117.094852924347
1,100,"LG",0.00151452905575089,387.803411722183
1,200,"WK",0.000582147597868157,88.7419667243958
1,200,"LG",0.000920947742051097,1998.8000228405
2,100,"WK",0.00125719185754742,34.5313374996185
2,100,"LG",0.00212476422154079,459.848804950714
2,200,"WK",0.000693669160783336,312.839305877686
2,200,"LG",0.000805179826165252,2529.42689085007
3,100,"WK",0.002109235575412,65.7924180030823
3,100,"LG",6.12667848437698e-05,286.857734441757
3,200,"WK",1.66131460613725e-09,21.8286626338959
3,200,"LG",0.00461846641218422,1070.24898076057
4,100,"WK",7.73053424750282e-12,9.46832680702209
4,100,"LG",7.69628348003287e-12,57.8396356105804
4,200,"WK",6.39464030119047e-12,21.5961539745331
4,200,"LG",0.151442382107482,790.728475093842
5,100,"WK",0.0028141807743663,12.1790201663971
5,100,"LG",0.07474489798887,331.602709770203
5,200,"WK",0.000454457953505869,21.7757785320282
5,200,"LG",8.75522215935891e-05,183.99712562561
6,100,"WK",0.00637277249365821,12.6369326114655
6,100,"LG",0.000225131489185475,56.2961146831512
6,200,"WK",0.0433854321418243,83.1645829677582
6,200,"LG",0.000131386456969963,182.37819647789
1,100,"WK",0.00115939845402127,78.5097320079803
1,100,"LG",0.00102009567066127,391.369526147842
1,200,"WK",0.00078663810174693,344.29988694191
1,200,"LG",0.00113966371040361,346.954876184464
2,100,"WK",0.00112342805934417,76.9222733974457
2,100,"LG",0.00141060538983182,543.535610198975
2,200,"WK",0.000953287034203252,80.6296706199646
2,200,"LG",0.00152498077847856,2824.21089100838
3,100,"WK",0.00217931610195049,20.6021664142609
3,100,"LG",1.56341524663786e-09,59.0228054523468
3,200,"WK",0.0052921815699201,149.77561044693
3,200,"LG",0.00256778732740869,1431.84233379364
4,100,"WK",7.63283372605188e-12,9.07986521720886
4,100,"LG",0.000169801696647435,210.708015680313
4,200,"WK",7.4807013101418e-12,22.0070512294769
4,200,"LG",0.780889839207881,1733.92963647842
5,100,"WK",0.0748210086735464,17.9690690040588
5,100,"LG",0.00743587607842314,158.872908830643
5,200,"WK",0.0942958764003762,71.652978181839
5,200,"LG",0.012233042543327,396.28071475029
6,100,"WK",0.000661066537959842,9.52501392364502
6,100,"LG",0.000245873344683512,56.3673114776611
6,200,"WK",0.000362259340380849,22.2463407516479
6,200,"LG",0.103868728410755,795.456029653549
1,100,"WK",0.000742438778306335,72.8528056144714
1,100,"LG",0.000925586520313177,1041.78805112839
1,200,"WK",0.000595860919479892,308.882583856583
1,200,"LG",0.000871527352664084,1285.08094906807
2,100,"WK",0.00251642253394154,52.8355181217194
2,100,"LG",0.0021054178210067,558.532296180725
2,200,"WK",0.00123133772003352,482.238488912582
2,200,"LG",0.00181283526194716,1533.86313247681
3,100,"WK",0.00383310747434233,41.6805069446564
3,100,"LG",1.6089253100194e-09,57.2831792831421
3,200,"WK",0.0229516232862843,322.628475904465
3,200,"LG",1.1722550382391e-09,186.038673400879
4,100,"WK",0.167245789277389,63.1315948963165
4,100,"LG",0.35125450894213,537.694600582123
4,200,"WK",7.73864245109659e-12,20.9130749702454
4,200,"LG",0.183583759622011,1346.8466501236
5,100,"WK",0.000498053761527881,9.28896331787109
5,100,"LG",0.000108925371294706,54.9293427467346
5,200,"WK",0.000300592683077521,21.0849134922028
5,200,"LG",0.00735691720841727,395.100577354431
6,100,"WK",0.157066523525225,30.9777069091797
6,100,"LG",0.000238164770076301,54.603111743927
6,200,"WK",0.0352371573489052,153.152095317841
6,200,"LG",0.0293433566008314,279.649204492569
1,100,"WK",0.00103334704219491,55.0879085063934
1,100,"LG",0.00100583544728022,921.846507787704
1,200,"WK",9.55567662908826e-05,21.6331150531769
1,200,"LG",0.00120012254643827,335.668551206589
2,100,"WK",0.0017397993531325,64.6008288860321
2,100,"LG",0.00193337077511673,841.680559635162
2,200,"WK",0.00287570508509324,133.037405967712
2,200,"LG",0.000979575378280529,2857.72821474075
3,100,"WK",0.0146213309949447,50.1578314304352
3,100,"LG",8.84675449328063e-05,438.890121221542
3,200,"WK",1.58550384128176e-09,21.4856588840485
3,200,"LG",0.000107514636119611,596.562476396561
4,100,"WK",7.57518438343713e-12,9.03212094306946
4,100,"LG",7.56263338708949e-12,56.1356556415558
4,200,"WK",0.00348517314590353,45.4715464115143
4,200,"LG",0.00281364839896857,591.087031841278
5,100,"WK",0.000357922874999577,9.3552839756012
5,100,"LG",4.62894788909582e-05,55.1436948776245
5,200,"WK",0.000481960248368801,21.9305710792542
5,200,"LG",0.000117462217398967,180.343077421188
6,100,"WK",0.102818193731672,41.6205923557281
6,100,"LG",0.148932060581967,331.170475482941
6,200,"WK",0.0672196396330307,49.0532321929932
6,200,"LG",0.0846649854790168,741.279625177383
1,100,"WK",0.000534305861361384,53.650954246521
1,100,"LG",0.00142188185493501,356.024387836456
1,200,"WK",0.000720643167374089,415.918581485748
1,200,"LG",0.00120072678162946,1676.02550506592
2,100,"WK",0.000962697891960444,25.4149630069733
2,100,"LG",0.00206216022652081,454.984953641891
2,200,"WK",0.000750025422202287,79.6382732391357
2,200,"LG",0.00133064240791499,2167.75774931908
3,100,"WK",1.64961984257387e-09,9.49383568763733
3,100,"LG",0.000559197081131761,256.691687583923
3,200,"WK",0.00184122950446201,112.663825511932
3,200,"LG",0.000150916131625064,640.748614788055
4,100,"WK",7.65486560860327e-12,9.02765917778015
4,100,"LG",5.51152557922133e-12,55.4621341228485
4,200,"WK",7.71379584342766e-12,20.9558131694794
4,200,"LG",0.0233026158241662,681.11243724823
5,100,"WK",0.000238891392517431,9.11167025566101
5,100,"LG",3.46047615377456e-05,55.1555528640747
5,200,"WK",0.000273686900959512,30.4696934223175
5,200,"LG",4.47355698529478e-05,183.176484584808
6,100,"WK",0.000528946637175573,8.79814887046814
6,100,"LG",0.111420358751028,375.719270467758
6,200,"WK",0.123269350843842,64.4452223777771
6,200,"LG",0.132468828779194,767.847471237183
1,100,"WK",0.000638753101500778,172.853650569916
1,100,"LG",0.00106475305349828,867.516248941422
1,200,"WK",0.00011440608291043,25.6469404697418
1,200,"LG",0.00132152113423829,1690.64108204842
2,100,"WK",0.00171915315661774,32.6161270141602
2,100,"LG",0.00226527910732942,1267.03016543388
2,200,"WK",0.00110240201540524,35.1155118942261
2,200,"LG",0.00135628293241024,2221.45661401749
3,100,"WK",0.00519831582441248,34.0889344215393
3,100,"LG",0.000834608809411413,311.3519551754
3,200,"WK",1.65578085187977e-09,21.6711339950562
3,200,"LG",0.00126039349125678,799.539059877396
4,100,"WK",7.3818078288569e-12,9.05215334892273
4,100,"LG",0.397519915709511,615.63404417038
4,200,"WK",7.28014555266991e-12,22.1028897762299
4,200,"LG",4.09494314520363e-12,185.487666606903
5,100,"WK",0.178279778524105,26.2481882572174
5,100,"LG",0.00734787589653955,159.028148174286
5,200,"WK",0.000499204175936834,21.6503052711487
5,200,"LG",0.00928439271599663,387.435823917389
6,100,"WK",0.159599761381843,26.1567013263702
6,100,"LG",0.121463950731239,355.868911504745
6,200,"WK",0.130062804084051,33.9919509887695
6,200,"LG",0.123540158544633,779.829377889633
1,100,"WK",0.000591898909696474,71.8065874576569
1,100,"LG",0.00104447532267987,138.151764154434
1,200,"WK",0.000952650709869874,126.706890583038
1,200,"LG",0.00102345626048869,1631.49503898621
2,100,"WK",0.00098153431516617,152.009993314743
2,100,"LG",0.000894843661747394,1465.33171987534
2,200,"WK",0.000984089324469362,243.370814561844
2,200,"LG",0.00159903623474194,1260.19253945351
3,100,"WK",0.00431921368271372,63.4455239772797
3,100,"LG",1.52626316459244e-09,59.2497498989105
3,200,"WK",0.00978228590285231,204.857862472534
3,200,"LG",1.56704194244836e-09,188.975854158401
4,100,"WK",7.73864156615019e-12,9.45688343048096
4,100,"LG",2.49686454420463e-09,56.9231498241425
4,200,"WK",7.73864245111881e-12,22.5836009979248
4,200,"LG",7.06933004202772e-12,188.034716844559
5,100,"WK",0.0139868877825155,15.1655054092407
5,100,"LG",0.0117533352055547,158.392397403717
5,200,"WK",0.00032553212765144,21.7483088970184
5,200,"LG",0.0227949610993801,335.355058431625
6,100,"WK",0.150513992777139,32.9553270339966
6,100,"LG",0.141980775976145,360.19325709343
6,200,"WK",0.0704879421051331,93.0672702789307
6,200,"LG",0.000158948817086022,181.103223562241
1,100,"WK",0.000702767475683652,204.917844295502
1,100,"LG",0.00131712998471012,996.80714392662
1,200,"WK",0.000964053369705044,232.117324590683
1,200,"LG",0.00123969760601134,336.895371198654
2,100,"WK",0.00127253827033127,129.458260774612
2,100,"LG",0.000992961676155158,84.4459118843079
2,200,"WK",0.000877563669131196,322.654121875763
2,200,"LG",0.00158527958647339,2842.25498342514
3,100,"WK",0.0152027021771501,40.9383537769318
3,100,"LG",0.00215162534423556,363.973232507706
3,200,"WK",2.68667870284473e-07,27.9436466693878
3,200,"LG",0.00159155387841944,748.767905950546
4,100,"WK",7.56177715922039e-12,9.36475515365601
4,100,"LG",0.480057095991065,590.442054271698
4,200,"WK",7.73864245080881e-12,21.0591502189636
4,200,"LG",6.71911662137422e-12,186.09083032608
5,100,"WK",0.006649352145939,15.4651718139648
5,100,"LG",0.000150366753946134,59.4946575164795
5,200,"WK",0.000332041460863465,22.4124436378479
5,200,"LG",7.77971010080533e-05,185.791381597519
6,100,"WK",0.109157680666656,29.7181463241577
6,100,"LG",0.104154605639221,381.398524045944
6,200,"WK",0.000692414010442079,21.0211884975433
6,200,"LG",0.14483344784918,729.191160440445
1,100,"WK",0.000135661098585037,9.33039689064026
1,100,"LG",0.000988679933691026,138.077987670898
1,200,"WK",0.000104181748680077,21.081770658493
1,200,"LG",0.000697627238229708,1714.27545785904
2,100,"WK",0.000966764366648644,161.569771528244
2,100,"LG",0.000889041581430339,1162.42249107361
2,200,"WK",0.00123215270754585,74.6060910224915
2,200,"LG",0.00170332954065569,1602.86288022995
3,100,"WK",0.0283658763937371,62.8705432415009
3,100,"LG",0.00838646965040308,364.529188394547
3,200,"WK",0.00945452478188205,243.529495239258
3,200,"LG",0.000226091168882611,395.465301036835
4,100,"WK",7.73864235929841e-12,9.61552548408508
4,100,"LG",0.00238838511360126,259.019505977631
4,200,"WK",7.73864244452972e-12,22.4954495429993
4,200,"LG",7.28637545431218e-05,490.513360023499
5,100,"WK",0.0122083631878344,15.6214621067047
5,100,"LG",0.0143257161164905,159.191775560379
5,200,"WK",0.000105928752366397,21.7319314479828
5,200,"LG",0.00875965238659003,383.962146282196
6,100,"WK",0.0972482274388427,52.2865867614746
6,100,"LG",0.151442932038026,353.651864290237
6,200,"WK",0.125981037101442,77.4886043071747
6,200,"LG",0.000215290491132655,180.206132650375
1,100,"WK",0.000742324978039775,76.076828956604
1,100,"LG",0.00157638016746557,624.423296451569
1,200,"WK",0.000631211008008833,109.132748603821
1,200,"LG",0.0003536277043799,497.752043008804
2,100,"WK",0.00162677488502537,62.8630998134613
2,100,"LG",0.0020545363273551,766.535621166229
2,200,"WK",0.00015377894622036,22.1531403064728
2,200,"LG",0.000900488484037408,284.466691255569
3,100,"WK",0.00657483900344902,84.0895075798035
3,100,"LG",1.37218302757505e-05,759.802522420883
3,200,"WK",1.2408385752463e-05,34.4649896621704
3,200,"LG",0.00197875421501041,1174.85858678818
4,100,"WK",7.73058520515526e-12,9.37775182723999
4,100,"LG",7.71489175385326e-12,56.6186683177948
4,200,"WK",0.000250515106989564,40.5329351425171
4,200,"LG",7.64526945889115e-10,184.219700336456
5,100,"WK",0.0101734754900292,15.1510426998138
5,100,"LG",0.00775531083369969,156.976385593414
5,200,"WK",0.00712695816422242,34.1021070480347
5,200,"LG",0.0084078899105351,387.266168355942
6,100,"WK",0.180840710967226,28.1108779907227
6,100,"LG",0.000164259997157096,57.8300166130066
6,200,"WK",0.0556360876252709,68.1195333003998
6,200,"LG",0.0876257655675954,780.628088235855
1,100,"WK",0.000114424464790475,9.2984893321991
1,100,"LG",0.00080863095618869,591.61212348938
1,200,"WK",0.000713651156273778,118.773007631302
1,200,"LG",0.00111719373818221,338.438159704208
2,100,"WK",0.00155585668302816,40.8412311077118
2,100,"LG",0.00141698985274494,1134.74444794655
2,200,"WK",0.00120877003407382,37.037362575531
2,200,"LG",0.00137898985123295,2197.93724393845
3,100,"WK",8.70377000190584e-07,12.688304901123
3,100,"LG",0.00156607064893324,260.149444580078
3,200,"WK",1.6248055700291e-09,21.7611072063446
3,200,"LG",3.78766652312906e-05,492.546051502228
4,100,"WK",0.265623209023796,64.876188993454
4,100,"LG",0.00092362455295825,358.245000839233
4,200,"WK",7.73864237945236e-12,21.8178718090057
4,200,"LG",0.00544541477232295,487.685062646866
5,100,"WK",0.000570424463699196,9.3807578086853
5,100,"LG",0.000118031148513656,55.235301733017
5,200,"WK",0.000352171802968972,21.0619053840637
5,200,"LG",0.0115878170470761,384.243954181671
6,100,"WK",0.0601181987597617,141.241917133331
6,100,"LG",0.0927810151029737,376.784573554993
6,200,"WK",0.00627556025953651,33.8367931842804
6,200,"LG",0.112270046075786,725.068163871765
1,100,"WK",0.00153156725711864,64.5997719764709
1,100,"LG",0.000325407739755223,235.524803876877
1,200,"WK",0.000988897449949742,193.234370946884
1,200,"LG",0.00139430050243593,2140.24137187004
2,100,"WK",0.000699400765287171,11.8820853233337
2,100,"LG",0.00168092126310979,829.718833446503
2,200,"WK",0.000596506811922003,163.060662269592
2,200,"LG",0.00113672654934993,2532.54045009613
3,100,"WK",0.0224200867626152,76.6720995903015
3,100,"LG",0.00440249062232989,287.562652111053
3,200,"WK",9.85164558044844e-06,34.6071863174438
3,200,"LG",2.27731240647921e-05,590.607717037201
4,100,"WK",7.73864244981189e-12,9.4011595249176
4,100,"LG",0.005441774895302,255.866223812103
4,200,"WK",7.73864245112036e-12,22.3320028781891
4,200,"LG",0.00123294691000345,584.450223684311
5,100,"WK",0.0601147529089862,18.8743031024933
5,100,"LG",0.109488539161544,281.137116193771
5,200,"WK",0.00799969071319329,33.5815558433533
5,200,"LG",0.00498680265272772,533.828336954117
6,100,"WK",0.105541192451602,30.5002057552338
6,100,"LG",0.000165071769421204,55.8126981258392
6,200,"WK",0.105720562912949,49.6487827301025
6,200,"LG",0.12513562714349,769.427006483078
1,100,"WK",0.000468568762880807,11.3968896865845
1,100,"LG",0.00134289276906911,450.001452445984
1,200,"WK",0.000205887787739978,24.7441191673279
1,200,"LG",0.000684509309581683,949.647757768631
2,100,"WK",0.00016480190534657,9.17961049079895
2,100,"LG",0.000489525132226937,186.480376958847
2,200,"WK",0.000964531094879692,233.312853574753
2,200,"LG",0.00113225373382835,1156.09521055222
3,100,"WK",0.00214267255146368,45.6393859386444
3,100,"LG",0.00245888662916907,781.824203014374
3,200,"WK",1.56752327976793e-09,22.1416168212891
3,200,"LG",0.000208538538052015,599.249146699905
4,100,"WK",7.73716047960383e-12,9.44925022125244
4,100,"LG",7.73166625428625e-12,57.9637095928192
4,200,"WK",7.73864245112238e-12,21.8945560455322
4,200,"LG",7.72037000377811e-12,184.603356361389
5,100,"WK",0.0571235025258891,20.3164331912994
5,100,"LG",0.000257982976478116,183.988368749619
5,200,"WK",0.000530057548857825,21.7463643550873
5,200,"LG",7.91493857103441e-05,188.464844226837
6,100,"WK",0.105243340770785,29.6102452278137
6,100,"LG",0.000174450206738736,56.9641313552856
6,200,"WK",0.000475494897355847,21.6983914375305
6,200,"LG",0.000242279221456392,179.402908086777
1,100,"WK",0.000221159261344654,19.4865653514862
1,100,"LG",0.000933493169102596,135.417648792267
1,200,"WK",0.000485365461381821,111.054052591324
1,200,"LG",0.0008688808845722,1686.16854667664
2,100,"WK",0.001427993478419,256.94145822525
2,100,"LG",0.00117048672830025,109.881436347961
2,200,"WK",0.000110442757282609,21.8722035884857
2,200,"LG",0.000896446805266893,2030.72311592102
3,100,"WK",1.6793815434508e-09,9.87981820106506
3,100,"LG",0.0041718258237481,628.632840871811
3,200,"WK",0.00977450972526274,141.691143035889
3,200,"LG",4.08255627361326e-06,294.71790933609
4,100,"WK",7.73864244835916e-12,9.81184506416321
4,100,"LG",0.0941159981599022,391.080421447754
4,200,"WK",1.38793680376527e-05,38.3847360610962
4,200,"LG",0.333790915901173,1537.17657566071
5,100,"WK",0.203467651568278,26.4138443470001
5,100,"LG",0.0092442459697475,159.236693620682
5,200,"WK",0.00036455007497437,21.6466579437256
5,200,"LG",5.11444826218755e-05,183.400909900665
6,100,"WK",0.0658765760460162,17.0625157356262
6,100,"LG",0.000113342872799142,56.0965325832367
6,200,"WK",0.00294819355499317,27.6936535835266
6,200,"LG",0.0772789728146698,788.001089572906
1,100,"WK",0.000614900763335819,76.9972498416901
1,100,"LG",0.000861006500162679,900.777751207352
1,200,"WK",0.000337302327671583,87.0620703697205
1,200,"LG",0.000864818263165361,840.440626859665
2,100,"WK",0.00130992818930928,55.050580739975
2,100,"LG",0.00168175596636273,991.993397951126
2,200,"WK",0.00121963441944469,127.650528669357
2,200,"LG",0.000968365799764832,237.264457702637
3,100,"WK",0.00839599890593416,43.2933797836304
3,100,"LG",1.98946601021784e-05,211.109967947006
3,200,"WK",0.00872104455733521,212.167575836182
3,200,"LG",1.54749767086781e-09,189.386109828949
4,100,"WK",7.73864241426834e-12,9.30075263977051
4,100,"LG",0.233478429070706,518.131013393402
4,200,"WK",7.22670315776889e-12,21.4411346912384
4,200,"LG",3.93755497832278e-12,187.80739569664
5,100,"WK",0.000287253769579333,9.46913361549377
5,100,"LG",0.0125728847986565,158.996443986893
5,200,"WK",0.000384692291623877,21.6440441608429
